customer_key;customer_number;customer_name;category;age;age_group;customer_segment;last_order_date;recency;total_orders;total_sales;total_quantity;total_products;lifespan;avg_order_value;avg_monthly_spend
16444;AW00027443;Jessica Jackson;Accessories;66;50 and above;New;27.04.2013;149;1;23;2;2;0;23.000000000000;23.000000000000
16446;AW00027445;Shaun Tang;Accessories;50;50 and above;New;26.10.2013;143;1;34;2;2;0;34.000000000000;34.000000000000
16451;AW00027450;Abigail Ross;Accessories;52;50 and above;New;12.10.2013;143;1;35;1;1;0;35.000000000000;35.000000000000
16459;AW00027458;Roger Liang;Accessories;46;40-49;New;02.07.2013;146;1;69;3;3;0;69.000000000000;69.000000000000
16461;AW00027460;Grant Goel;Bikes;46;40-49;New;25.10.2013;143;2;4455;2;2;10;2227.500000000000;445.500000000000
16467;AW00027466;Abigail Murphy;Clothing;42;40-49;New;09.06.2013;147;1;63;2;2;0;63.000000000000;63.000000000000
16476;AW00027475;Alexa Bailey;Accessories;43;40-49;New;26.12.2013;141;1;33;3;3;0;33.000000000000;33.000000000000
16500;AW00027499;Barbara Kumar;Bikes;64;50 and above;New;10.06.2013;147;2;1323;2;2;6;661.500000000000;220.500000000000
16502;AW00027501;Darren Alonso;Bikes;59;50 and above;New;11.07.2013;146;1;540;1;1;0;540.000000000000;540.000000000000
16503;AW00027502;Tyler Thompson;Clothing;44;40-49;New;30.01.2013;152;1;70;1;1;0;70.000000000000;70.000000000000
16504;AW00027503;Warren Shen;Accessories;44;40-49;New;03.08.2013;145;1;21;1;1;0;21.000000000000;21.000000000000
16518;AW00027517;Jessie Xu;Bikes;61;50 and above;New;30.07.2013;146;1;540;1;1;0;540.000000000000;540.000000000000
16527;AW00027526;Ramon Ma;Accessories;45;40-49;New;22.03.2013;150;1;23;2;2;0;23.000000000000;23.000000000000
16530;AW00027529;Rachel White;Accessories;54;50 and above;New;22.08.2013;145;1;34;2;2;0;34.000000000000;34.000000000000
16531;AW00027530;Maria Ross;Accessories;63;50 and above;New;24.03.2013;150;1;48;4;4;0;48.000000000000;48.000000000000
16534;AW00027533;Allison Perez;Accessories;56;50 and above;New;16.04.2013;149;1;25;2;2;0;25.000000000000;25.000000000000
16535;AW00027534;Candace Chapman;Bikes;55;50 and above;New;07.12.2012;153;1;2071;1;1;0;2071.000000000000;2071.000000000000
16536;AW00027535;Ian Cook;Bikes;56;50 and above;New;05.12.2012;153;1;2049;1;1;0;2049.000000000000;2049.000000000000
16539;AW00027538;Jos├® Jackson;Accessories;57;50 and above;New;20.01.2014;140;1;34;2;2;0;34.000000000000;34.000000000000
16542;AW00027541;Samantha Martin;Bikes;51;50 and above;New;29.10.2013;143;2;4455;2;2;10;2227.500000000000;445.500000000000
16545;AW00027544;Marissa Hayes;Bikes;58;50 and above;New;19.12.2012;153;1;2071;1;1;0;2071.000000000000;2071.000000000000
16546;AW00027545;Lucas Garcia;Bikes;53;50 and above;New;25.11.2012;154;1;783;1;1;0;783.000000000000;783.000000000000
16550;AW00027549;Hunter Johnson;Bikes;59;50 and above;New;28.11.2012;154;1;2071;1;1;0;2071.000000000000;2071.000000000000
16562;AW00027561;Kimberly Brooks;Clothing;61;50 and above;New;26.02.2013;151;1;24;1;1;0;24.000000000000;24.000000000000
16572;AW00027571;Shannon Gao;Bikes;44;40-49;New;19.11.2013;142;2;4455;2;2;11;2227.500000000000;405.000000000000
16575;AW00027574;Madeline Hill;Clothing;51;50 and above;New;07.11.2013;142;1;9;1;1;0;9.000000000000;9.000000000000
16579;AW00027578;Courtney Carter;Bikes;61;50 and above;New;14.01.2011;176;1;3578;1;1;0;3578.000000000000;3578.000000000000
16585;AW00027584;Tina Malhotra;Accessories;44;40-49;New;21.08.2013;145;1;35;1;1;0;35.000000000000;35.000000000000
16591;AW00027590;Dominic Lopez;Bikes;53;50 and above;New;23.12.2013;141;1;1120;1;1;0;1120.000000000000;1120.000000000000
16596;AW00027595;Jamie Wu;Accessories;53;50 and above;New;18.12.2013;141;1;40;2;2;0;40.000000000000;40.000000000000
16597;AW00027596;Edgar Raman;Clothing;48;40-49;New;20.04.2013;149;1;24;1;1;0;24.000000000000;24.000000000000
16599;AW00027598;Marco Gonzalez;Bikes;54;50 and above;New;01.09.2013;144;1;540;1;1;0;540.000000000000;540.000000000000
16604;AW00027603;Mya Barnes;Accessories;63;50 and above;New;06.07.2013;146;1;69;3;3;0;69.000000000000;69.000000000000
16608;AW00027607;Joshua Martin;Accessories;63;50 and above;New;21.03.2013;150;1;7;2;2;0;7.000000000000;7.000000000000
16623;AW00027622;Lucas Wilson;Accessories;58;50 and above;New;02.09.2013;144;1;29;1;1;0;29.000000000000;29.000000000000
16628;AW00027627;Jason Yang;Accessories;85;50 and above;New;11.08.2013;145;1;36;3;3;0;36.000000000000;36.000000000000
16635;AW00027634;Jacqueline Cooper;Accessories;57;50 and above;New;15.11.2013;142;1;27;3;3;0;27.000000000000;27.000000000000
16636;AW00027635;Grace Perry;Accessories;46;40-49;New;15.12.2013;141;1;69;3;3;0;69.000000000000;69.000000000000
16647;AW00027646;Jackson Li;Accessories;58;50 and above;New;20.11.2013;142;1;35;1;1;0;35.000000000000;35.000000000000
16655;AW00027654;Carrie Diaz;Accessories;85;50 and above;New;28.03.2013;150;1;21;1;1;0;21.000000000000;21.000000000000
16664;AW00027663;Aaron Collins;Clothing;54;50 and above;New;16.11.2013;142;1;50;1;1;0;50.000000000000;50.000000000000
16665;AW00027664;Luis Roberts;Accessories;54;50 and above;New;15.04.2013;149;1;60;3;3;0;60.000000000000;60.000000000000
16667;AW00027666;Alyssa Garcia;Bikes;65;50 and above;New;06.01.2011;176;1;3578;1;1;0;3578.000000000000;3578.000000000000
16671;AW00027670;Kayla Long;Accessories;55;50 and above;New;03.11.2013;142;1;14;2;2;0;14.000000000000;14.000000000000
16672;AW00027671;Jeremiah Martinez;Bikes;67;50 and above;VIP;13.11.2013;142;2;5962;2;2;34;2981.000000000000;175.352941176470
16677;AW00027676;Trevor Flores;Clothing;69;50 and above;New;13.01.2014;140;1;9;1;1;0;9.000000000000;9.000000000000
16687;AW00027686;Vincent Zhang;Accessories;57;50 and above;New;28.01.2014;140;1;75;3;3;0;75.000000000000;75.000000000000
16691;AW00027690;Jaime Navarro;Accessories;53;50 and above;New;18.09.2013;144;1;35;1;1;0;35.000000000000;35.000000000000
16694;AW00027693;Tyrone Alvarez;Bikes;52;50 and above;New;10.09.2013;144;1;540;1;1;0;540.000000000000;540.000000000000
16698;AW00027697;Melvin Nath;Bikes;59;50 and above;New;07.12.2013;141;1;1120;1;1;0;1120.000000000000;1120.000000000000
16704;AW00027703;Meredith Navarro;Accessories;60;50 and above;New;22.06.2013;147;1;5;1;1;0;5.000000000000;5.000000000000
16712;AW00027711;Barbara Tang;Bikes;57;50 and above;New;30.09.2013;144;1;540;1;1;0;540.000000000000;540.000000000000
16714;AW00027713;Lacey Zhao;Bikes;59;50 and above;New;08.12.2013;141;1;1120;1;1;0;1120.000000000000;1120.000000000000
16715;AW00027714;Omar Pal;Bikes;59;50 and above;New;12.12.2013;141;1;1120;1;1;0;1120.000000000000;1120.000000000000
16716;AW00027715;Mya Ross;Accessories;48;40-49;New;07.12.2013;141;1;27;2;2;0;27.000000000000;27.000000000000
16737;AW00027736;Mackenzie Young;Accessories;42;40-49;New;01.12.2013;141;1;60;3;3;0;60.000000000000;60.000000000000
16743;AW00027742;Devin Jones;Accessories;41;40-49;New;03.11.2013;142;1;21;1;1;0;21.000000000000;21.000000000000
16753;AW00027752;Christian Butler;Bikes;45;40-49;New;19.08.2011;169;1;3578;1;1;0;3578.000000000000;3578.000000000000
16755;AW00027754;Marcus Gonzalez;Accessories;46;40-49;New;22.08.2013;145;1;23;2;2;0;23.000000000000;23.000000000000
16760;AW00027759;Alexandria Brooks;Bikes;49;40-49;New;17.02.2011;175;1;3578;1;1;0;3578.000000000000;3578.000000000000
16761;AW00027760;Latasha Bradley;Bikes;46;40-49;New;30.05.2013;148;1;1120;1;1;0;1120.000000000000;1120.000000000000
16762;AW00027761;Monica Madan;Bikes;52;50 and above;New;11.06.2013;147;1;1120;1;1;0;1120.000000000000;1120.000000000000
16765;AW00027764;Jaclyn Becker;Accessories;41;40-49;New;14.10.2013;143;1;34;2;2;0;34.000000000000;34.000000000000
16769;AW00027768;Deanna Madan;Bikes;53;50 and above;New;17.10.2013;143;1;742;1;1;0;742.000000000000;742.000000000000
16771;AW00027770;Autumn Zhao;Bikes;53;50 and above;New;22.02.2013;151;1;742;1;1;0;742.000000000000;742.000000000000
16772;AW00027771;Terrance Subram;Accessories;52;50 and above;New;05.10.2013;143;1;35;1;1;0;35.000000000000;35.000000000000
16775;AW00027774;Marc Munoz;Bikes;48;40-49;New;20.02.2013;151;1;742;1;1;0;742.000000000000;742.000000000000
16786;AW00027785;Sebastian Bell;Accessories;88;50 and above;New;24.07.2013;146;1;39;2;2;0;39.000000000000;39.000000000000
16791;AW00027790;Molly Srini;Clothing;57;50 and above;New;05.09.2013;144;1;9;1;1;0;9.000000000000;9.000000000000
16792;AW00027791;Shawna Deng;Accessories;45;40-49;New;02.03.2013;150;1;35;1;1;0;35.000000000000;35.000000000000
16793;AW00027792;Jacquelyn Alonso;Bikes;56;50 and above;New;10.03.2013;150;1;742;1;1;0;742.000000000000;742.000000000000
16793;AW00027792;Jacquelyn Alonso;Clothing;56;50 and above;New;10.03.2013;150;1;9;1;1;0;9.000000000000;9.000000000000
16796;AW00027795;Holly Vance;Clothing;53;50 and above;New;03.07.2013;146;1;54;1;1;0;54.000000000000;54.000000000000
16812;AW00027811;Darren Vazquez;Bikes;56;50 and above;New;20.07.2013;146;1;1120;1;1;0;1120.000000000000;1120.000000000000
16826;AW00027825;Christy Zimmerman;Accessories;41;40-49;New;25.04.2013;149;1;159;1;1;0;159.000000000000;159.000000000000
16831;AW00027830;Caleb Hall;Accessories;43;40-49;New;08.11.2013;142;1;60;3;3;0;60.000000000000;60.000000000000
16835;AW00027834;Diana Suarez;Clothing;46;40-49;New;09.07.2013;146;1;9;1;1;0;9.000000000000;9.000000000000
16836;AW00027835;Darren Ruiz;Accessories;45;40-49;New;23.02.2013;151;1;19;3;3;0;19.000000000000;19.000000000000
16837;AW00027836;Pedro Navarro;Accessories;45;40-49;New;17.03.2013;150;1;5;1;1;0;5.000000000000;5.000000000000
16840;AW00027839;Susan Li;Accessories;45;40-49;New;13.03.2013;150;1;35;1;1;0;35.000000000000;35.000000000000
16840;AW00027839;Susan Li;Bikes;45;40-49;New;13.03.2013;150;1;2384;1;1;0;2384.000000000000;2384.000000000000
16842;AW00027841;Gerald Vance;Accessories;58;50 and above;New;19.03.2013;150;1;60;3;3;0;60.000000000000;60.000000000000
16847;AW00027846;Albert Rubio;Bikes;57;50 and above;New;03.12.2013;141;1;742;1;1;0;742.000000000000;742.000000000000
16851;AW00027850;Jason Green;Accessories;65;50 and above;New;27.03.2013;150;1;19;3;3;0;19.000000000000;19.000000000000
16852;AW00027851;Diana Martin;Accessories;82;50 and above;New;08.04.2013;149;1;40;2;2;0;40.000000000000;40.000000000000
16861;AW00027860;Hector Martin;Clothing;40;40-49;New;21.12.2013;141;1;54;1;1;0;54.000000000000;54.000000000000
16863;AW00027862;Joanna Alonso;Accessories;40;40-49;New;21.12.2013;141;1;9;1;1;0;9.000000000000;9.000000000000
16868;AW00027867;Alberto Blanco;Clothing;44;40-49;New;07.08.2013;145;1;24;1;1;0;24.000000000000;24.000000000000
16870;AW00027869;Shawna Shan;Clothing;44;40-49;New;23.10.2013;143;1;78;2;2;0;78.000000000000;78.000000000000
16874;AW00027873;Dawn Xu;Accessories;42;40-49;New;28.12.2012;153;1;35;1;1;0;35.000000000000;35.000000000000
16881;AW00027880;Curtis Hu;Bikes;76;50 and above;New;11.04.2013;149;1;2384;1;1;0;2384.000000000000;2384.000000000000
16881;AW00027880;Curtis Hu;Clothing;76;50 and above;New;11.04.2013;149;1;9;1;1;0;9.000000000000;9.000000000000
16882;AW00027881;Raul Nath;Bikes;53;50 and above;New;16.12.2013;141;1;742;1;1;0;742.000000000000;742.000000000000
16885;AW00027884;Jill Alonso;Bikes;47;40-49;New;15.04.2013;149;1;742;1;1;0;742.000000000000;742.000000000000
16893;AW00027892;Isabella Foster;Bikes;59;50 and above;New;02.10.2013;143;1;540;1;1;0;540.000000000000;540.000000000000
16893;AW00027892;Isabella Foster;Clothing;59;50 and above;New;02.10.2013;143;1;74;2;2;0;74.000000000000;74.000000000000
16896;AW00027895;Colin Pal;Accessories;62;50 and above;New;15.12.2013;141;1;69;3;3;0;69.000000000000;69.000000000000
16898;AW00027897;Robin Munoz;Accessories;59;50 and above;New;25.05.2013;148;1;8;1;1;0;8.000000000000;8.000000000000
16901;AW00027900;Toni Prasad;Accessories;55;50 and above;New;18.05.2013;148;1;35;1;1;0;35.000000000000;35.000000000000
16906;AW00027905;Mario Black;Accessories;49;40-49;New;18.06.2013;147;1;21;1;1;0;21.000000000000;21.000000000000
16919;AW00027918;Samantha Ross;Accessories;42;40-49;New;26.11.2013;142;1;36;3;3;0;36.000000000000;36.000000000000
16919;AW00027918;Samantha Ross;Bikes;42;40-49;VIP;26.11.2013;142;2;5962;2;2;33;2981.000000000000;180.666666666666
16925;AW00027924;Jeffery He;Clothing;63;50 and above;New;29.03.2013;150;1;50;1;1;0;50.000000000000;50.000000000000
16928;AW00027927;Omar Zhao;Accessories;64;50 and above;New;24.12.2013;141;1;4;1;1;0;4.000000000000;4.000000000000
16929;AW00027928;Dianne Slattengren;Bikes;64;50 and above;New;27.08.2013;145;1;1120;1;1;0;1120.000000000000;1120.000000000000
16944;AW00027943;Sabrina Alvarez;Bikes;65;50 and above;New;19.04.2013;149;1;2443;1;1;0;2443.000000000000;2443.000000000000
16950;AW00027949;Jason Russell;Bikes;67;50 and above;New;04.01.2013;152;1;540;1;1;0;540.000000000000;540.000000000000
16954;AW00027953;Marie Garcia;Clothing;62;50 and above;New;12.02.2013;151;1;9;1;1;0;9.000000000000;9.000000000000
16964;AW00027963;Kendra Dominguez;Accessories;65;50 and above;New;12.12.2013;141;1;7;2;2;0;7.000000000000;7.000000000000
16972;AW00027971;Jodi Jai;Clothing;46;40-49;New;30.10.2013;143;1;54;1;1;0;54.000000000000;54.000000000000
16973;AW00027972;Leonard Smith;Accessories;46;40-49;New;23.11.2013;142;1;68;3;3;0;68.000000000000;68.000000000000
16976;AW00027975;Jay Gill;Clothing;48;40-49;New;11.09.2013;144;1;78;2;2;0;78.000000000000;78.000000000000
16977;AW00027976;Dominique Gonzalez;Accessories;48;40-49;New;16.09.2013;144;1;5;1;1;0;5.000000000000;5.000000000000
16978;AW00027977;Jerome Alonso;Accessories;48;40-49;New;09.11.2013;142;1;14;2;2;0;14.000000000000;14.000000000000
16982;AW00027981;Aimee Hu;Accessories;43;40-49;New;31.01.2013;152;1;40;2;2;0;40.000000000000;40.000000000000
16985;AW00027984;Rebekah Ramos;Accessories;49;40-49;New;28.11.2013;142;1;21;1;1;0;21.000000000000;21.000000000000
16988;AW00027987;Wyatt Jenkins;Bikes;50;50 and above;New;04.12.2013;141;1;540;1;1;0;540.000000000000;540.000000000000
17002;AW00028001;Sydney Rodriguez;Accessories;81;50 and above;New;13.10.2013;143;1;40;2;2;0;40.000000000000;40.000000000000
17006;AW00028005;Amber Young;Accessories;79;50 and above;New;27.03.2013;150;1;7;2;2;0;7.000000000000;7.000000000000
17017;AW00028016;Cody Sanders;Accessories;74;50 and above;New;10.10.2013;143;1;2;1;1;0;2.000000000000;2.000000000000
17036;AW00028035;Gabriella Green;Clothing;71;50 and above;New;29.04.2013;149;1;70;1;1;0;70.000000000000;70.000000000000
17042;AW00028041;Rebecca Wright;Bikes;71;50 and above;New;27.02.2011;175;1;3578;1;1;0;3578.000000000000;3578.000000000000
17052;AW00028051;Thomas Young;Bikes;63;50 and above;New;28.08.2011;169;1;3578;1;1;0;3578.000000000000;3578.000000000000
17053;AW00028052;Franklin Li;Accessories;57;50 and above;New;04.11.2013;142;1;68;3;3;0;68.000000000000;68.000000000000
17064;AW00028063;Gabrielle Turner;Bikes;53;50 and above;VIP;01.11.2013;142;2;5962;2;2;33;2981.000000000000;180.666666666666
17068;AW00028067;Olivia Bennett;Accessories;45;40-49;New;18.11.2013;142;1;35;1;1;0;35.000000000000;35.000000000000
17076;AW00028075;Edward Jones;Accessories;47;40-49;New;23.11.2013;142;1;88;4;4;0;88.000000000000;88.000000000000
17092;AW00028091;Valerie Liang;Accessories;76;50 and above;New;25.11.2013;142;1;35;1;1;0;35.000000000000;35.000000000000
17092;AW00028091;Valerie Liang;Bikes;76;50 and above;New;25.11.2013;142;1;1215;1;1;0;1215.000000000000;1215.000000000000
17101;AW00028100;Kimberly Gray;Clothing;41;40-49;New;12.08.2013;145;1;24;1;1;0;24.000000000000;24.000000000000
17107;AW00028106;Chloe Williams;Accessories;43;40-49;New;15.04.2013;149;1;13;2;2;0;13.000000000000;13.000000000000
17108;AW00028107;Tara Simpson;Clothing;70;50 and above;New;14.02.2013;151;1;54;1;1;0;54.000000000000;54.000000000000
17112;AW00028111;Jon Zhang;Accessories;68;50 and above;New;27.03.2013;150;1;69;3;3;0;69.000000000000;69.000000000000
17119;AW00028118;Briana Jim├®nez;Bikes;64;50 and above;New;22.12.2013;141;1;540;1;1;0;540.000000000000;540.000000000000
17120;AW00028119;Curtis Ma;Bikes;59;50 and above;New;10.12.2013;141;1;540;1;1;0;540.000000000000;540.000000000000
17127;AW00028126;Anna Johnson;Accessories;45;40-49;New;09.04.2013;149;1;5;1;1;0;5.000000000000;5.000000000000
17129;AW00028128;Jeremiah Lee;Accessories;46;40-49;New;01.12.2013;141;1;13;2;2;0;13.000000000000;13.000000000000
17141;AW00028140;Gilbert Kumar;Accessories;56;50 and above;New;28.12.2013;141;1;40;2;2;0;40.000000000000;40.000000000000
17145;AW00028144;Noah Phillips;Accessories;45;40-49;New;17.07.2013;146;1;15;3;3;0;15.000000000000;15.000000000000
14244;AW00025243;Tonya Rai;Bikes;62;50 and above;New;02.08.2013;145;2;2120;2;2;8;1060.000000000000;265.000000000000
14262;AW00025261;Eduardo Phillips;Accessories;41;40-49;New;25.03.2013;150;1;72;3;3;0;72.000000000000;72.000000000000
14276;AW00025275;Christina Watson;Accessories;44;40-49;New;15.08.2013;145;1;35;2;2;0;35.000000000000;35.000000000000
14284;AW00025283;Caitlin Howard;Accessories;45;40-49;New;22.07.2013;146;1;39;3;3;0;39.000000000000;39.000000000000
14286;AW00025285;Noah Williams;Bikes;48;40-49;New;14.06.2013;147;1;2384;1;1;0;2384.000000000000;2384.000000000000
14288;AW00025287;Paige Sanders;Bikes;42;40-49;Regular;28.05.2013;148;2;2983;2;2;16;1491.500000000000;186.437500000000
14292;AW00025291;Marissa Griffin;Accessories;52;50 and above;New;20.12.2013;141;1;39;3;3;0;39.000000000000;39.000000000000
14295;AW00025294;Sharon Sharma;Bikes;48;40-49;Regular;26.08.2013;145;2;1819;2;2;30;909.500000000000;60.633333333333
14297;AW00025296;Christina Stewart;Accessories;63;50 and above;New;20.01.2014;140;1;25;2;2;0;25.000000000000;25.000000000000
14302;AW00025301;Raul Black;Bikes;40;40-49;New;22.10.2013;143;1;1120;1;1;0;1120.000000000000;1120.000000000000
14303;AW00025302;Manuel Mehta;Clothing;42;40-49;New;08.12.2013;141;1;9;1;1;0;9.000000000000;9.000000000000
14316;AW00025315;Cole Cox;Accessories;49;40-49;New;06.12.2013;141;1;6;2;2;0;6.000000000000;6.000000000000
14332;AW00025331;James White;Accessories;53;50 and above;New;06.06.2013;147;1;7;2;2;0;7.000000000000;7.000000000000
14335;AW00025334;Marcus Gonzales;Bikes;43;40-49;New;04.06.2013;147;1;2384;1;1;0;2384.000000000000;2384.000000000000
14345;AW00025344;Thomas Baker;Bikes;65;50 and above;New;18.10.2013;143;1;742;1;1;0;742.000000000000;742.000000000000
14347;AW00025346;Ian Gonzalez;Accessories;63;50 and above;New;11.01.2014;140;1;65;3;3;0;65.000000000000;65.000000000000
14354;AW00025353;Caitlin Stewart;Accessories;57;50 and above;New;06.09.2013;144;1;27;2;2;0;27.000000000000;27.000000000000
14364;AW00025363;Alexandria Gray;Bikes;62;50 and above;New;08.02.2012;163;1;2443;1;1;0;2443.000000000000;2443.000000000000
14375;AW00025374;Ana Powell;Accessories;47;40-49;New;29.06.2013;147;1;72;3;3;0;72.000000000000;72.000000000000
14378;AW00025377;Lauren Anderson;Accessories;49;40-49;New;17.11.2013;142;1;33;1;1;0;33.000000000000;33.000000000000
14386;AW00025385;Destiny Torres;Accessories;50;50 and above;New;02.04.2013;149;1;35;1;1;0;35.000000000000;35.000000000000
14387;AW00025386;Alexis Perry;Accessories;44;40-49;New;14.05.2013;148;1;35;1;1;0;35.000000000000;35.000000000000
14393;AW00025392;Joseph Moore;Accessories;50;50 and above;New;10.06.2013;147;1;35;1;1;0;35.000000000000;35.000000000000
14395;AW00025394;Anthony Garcia;Bikes;48;40-49;New;31.05.2013;148;1;1215;1;1;0;1215.000000000000;1215.000000000000
14409;AW00025408;Karen Zhao;Accessories;52;50 and above;New;28.05.2013;148;1;14;2;2;0;14.000000000000;14.000000000000
14413;AW00025412;Michael Williams;Bikes;50;50 and above;New;22.06.2013;147;1;1215;1;1;0;1215.000000000000;1215.000000000000
14418;AW00025417;Savannah Bell;Clothing;53;50 and above;New;26.06.2013;147;1;24;1;1;0;24.000000000000;24.000000000000
14421;AW00025420;Jordan Scott;Bikes;41;40-49;New;20.07.2013;146;1;1215;1;1;0;1215.000000000000;1215.000000000000
14421;AW00025420;Jordan Scott;Clothing;41;40-49;New;20.07.2013;146;1;54;1;1;0;54.000000000000;54.000000000000
14422;AW00025421;Marcus Lewis;Accessories;52;50 and above;New;15.07.2013;146;1;35;1;1;0;35.000000000000;35.000000000000
14424;AW00025423;Jake Zhou;Bikes;48;40-49;New;05.06.2013;147;1;2384;1;1;0;2384.000000000000;2384.000000000000
14424;AW00025423;Jake Zhou;Clothing;48;40-49;New;05.06.2013;147;1;59;2;2;0;59.000000000000;59.000000000000
14426;AW00025425;Zachary Diaz;Bikes;48;40-49;New;09.06.2013;147;1;2384;1;1;0;2384.000000000000;2384.000000000000
14427;AW00025426;Tristan Foster;Accessories;54;50 and above;New;10.06.2013;147;1;35;1;1;0;35.000000000000;35.000000000000
14427;AW00025426;Tristan Foster;Bikes;54;50 and above;New;10.06.2013;147;1;2384;1;1;0;2384.000000000000;2384.000000000000
14428;AW00025427;Omar Zeng;Clothing;42;40-49;New;08.06.2013;147;1;9;1;1;0;9.000000000000;9.000000000000
14433;AW00025432;Kellie Gomez;Bikes;54;50 and above;New;16.07.2013;146;1;1215;1;1;0;1215.000000000000;1215.000000000000
14436;AW00025435;Jennifer Turner;Accessories;55;50 and above;New;19.02.2013;151;1;37;2;2;0;37.000000000000;37.000000000000
14440;AW00025439;Janelle Arthur;Accessories;54;50 and above;New;01.02.2013;151;1;72;3;3;0;72.000000000000;72.000000000000
14443;AW00025442;Melvin Goel;Bikes;52;50 and above;New;01.10.2013;143;1;1701;1;1;0;1701.000000000000;1701.000000000000
14445;AW00025444;Meagan Martinez;Bikes;52;50 and above;New;03.07.2013;146;1;1701;1;1;0;1701.000000000000;1701.000000000000
14448;AW00025447;Marshall Liang;Bikes;52;50 and above;New;30.10.2013;143;1;1120;1;1;0;1120.000000000000;1120.000000000000
14448;AW00025447;Marshall Liang;Clothing;52;50 and above;New;30.10.2013;143;1;9;1;1;0;9.000000000000;9.000000000000
14477;AW00025476;Karen Ye;Accessories;56;50 and above;New;04.04.2013;149;1;5;1;1;0;5.000000000000;5.000000000000
14482;AW00025481;Lucas Jackson;Bikes;42;40-49;New;08.07.2013;146;1;2443;1;1;0;2443.000000000000;2443.000000000000
14486;AW00025485;Roberto Rubio;Bikes;49;40-49;New;13.03.2013;150;1;1215;1;1;0;1215.000000000000;1215.000000000000
14487;AW00025486;Edgar Rodriguez;Bikes;49;40-49;New;11.11.2013;142;1;540;1;1;0;540.000000000000;540.000000000000
14488;AW00025487;Allison Rogers;Accessories;54;50 and above;New;06.09.2013;144;1;31;3;3;0;31.000000000000;31.000000000000
14490;AW00025489;Brad Tang;Bikes;54;50 and above;New;26.12.2013;141;1;1120;1;1;0;1120.000000000000;1120.000000000000
14511;AW00025510;Grant Kumar;Bikes;42;40-49;New;16.11.2013;142;1;1120;1;1;0;1120.000000000000;1120.000000000000
14521;AW00025520;Candice Zeng;Clothing;43;40-49;New;19.06.2013;147;1;74;2;2;0;74.000000000000;74.000000000000
14532;AW00025531;Ebony Patel;Accessories;46;40-49;New;03.11.2013;142;1;14;2;2;0;14.000000000000;14.000000000000
14532;AW00025531;Ebony Patel;Bikes;46;40-49;New;03.11.2013;142;1;1120;1;1;0;1120.000000000000;1120.000000000000
14532;AW00025531;Ebony Patel;Clothing;46;40-49;New;03.11.2013;142;1;54;1;1;0;54.000000000000;54.000000000000
14535;AW00025534;Casey Sanz;Accessories;84;50 and above;New;14.08.2013;145;1;5;1;1;0;5.000000000000;5.000000000000
14541;AW00025540;Rodney Alonso;Bikes;52;50 and above;New;13.06.2013;147;1;1215;1;1;0;1215.000000000000;1215.000000000000
14542;AW00025541;Gary Hernandez;Accessories;56;50 and above;New;04.07.2013;146;1;21;1;1;0;21.000000000000;21.000000000000
14546;AW00025545;Kelly Long;Accessories;65;50 and above;New;26.12.2013;141;1;39;2;2;0;39.000000000000;39.000000000000
14559;AW00025558;Zachary Wilson;Clothing;40;40-49;New;01.10.2013;143;1;54;1;1;0;54.000000000000;54.000000000000
14564;AW00025563;Natasha Serrano;Bikes;42;40-49;Regular;05.10.2013;143;2;1239;2;2;30;619.500000000000;41.300000000000
14569;AW00025568;Christy Wu;Bikes;42;40-49;Regular;16.10.2013;143;2;1239;2;2;28;619.500000000000;44.250000000000
14571;AW00025570;Robyn Torres;Clothing;77;50 and above;New;01.01.2014;140;1;24;1;1;0;24.000000000000;24.000000000000
14572;AW00025571;Richard Lopez;Accessories;77;50 and above;New;17.12.2013;141;1;49;3;3;0;49.000000000000;49.000000000000
14573;AW00025572;Allen Gonzalez;Accessories;76;50 and above;New;25.11.2013;142;1;49;3;3;0;49.000000000000;49.000000000000
14575;AW00025574;Bradley Raje;Bikes;58;50 and above;New;26.06.2013;147;1;1215;1;1;0;1215.000000000000;1215.000000000000
14577;AW00025576;Deborah She;Clothing;59;50 and above;New;12.11.2013;142;1;50;1;1;0;50.000000000000;50.000000000000
14579;AW00025578;Sabrina Martin;Accessories;59;50 and above;New;13.12.2013;141;1;35;1;1;0;35.000000000000;35.000000000000
14582;AW00025581;Kayla Bryant;Accessories;59;50 and above;New;27.09.2013;144;1;25;2;2;0;25.000000000000;25.000000000000
14582;AW00025581;Kayla Bryant;Clothing;59;50 and above;New;27.09.2013;144;1;9;1;1;0;9.000000000000;9.000000000000
14583;AW00025582;Leonard Luo;Clothing;60;50 and above;New;06.12.2013;141;1;9;1;1;0;9.000000000000;9.000000000000
14586;AW00025585;Brent Sun;Clothing;61;50 and above;New;26.12.2013;141;1;54;1;1;0;54.000000000000;54.000000000000
14608;AW00025607;Sharon Chander;Bikes;56;50 and above;New;16.08.2013;145;1;1215;1;1;0;1215.000000000000;1215.000000000000
14608;AW00025607;Sharon Chander;Clothing;56;50 and above;New;16.08.2013;145;1;24;1;1;0;24.000000000000;24.000000000000
14620;AW00025619;Rafael Raji;Clothing;41;40-49;New;30.08.2013;145;1;59;2;2;0;59.000000000000;59.000000000000
14621;AW00025620;Alejandro Lu;Accessories;52;50 and above;New;10.04.2013;149;1;40;2;2;0;40.000000000000;40.000000000000
14624;AW00025623;Maria Oliver;Accessories;46;40-49;New;23.06.2013;147;1;14;2;2;0;14.000000000000;14.000000000000
